Repository,Description
renatogroffe/ASPNETCore9-REST_API-Minimal-HybridCache_HorarioAtual,Exemplo de API REST que retorna o horário atual criada com .NET 9 + ASP.NET Core + Minimal APIs + Swagger/OpenAPI e utilizando HybridCache In-Memory e em uma instância do Redis. Inclui Docker Compose para criação de ambiente de testes com o Redis.
johnklima/LunarLander2025,TD lunar lander 2025
kerillovi4/clientprefs,Source2 Client Preferences Plugin
joslat/AzureSessionSKAgents,Slides and demos from my Zurich Azure User Group session on Semantic Kernel and AI Agents
chaojiale/WordAssistedTools,本插件包含一些有趣的Word小工具，如规划Pre时间、提取Word中图片的原图、便捷的API翻译和GPT for Word。
boingball/WavConvert4Amiga,"Sound Sampler in the style of the Older Amiga Applications, to create Amiga 8svx(iff) samples"
HotMasya/jellyfin-plugin-hikka,"Цей плагін додає провайдери метаданих та зображень для аніме, манги та ранобе з сайту Hikka.io"
inonego/UNIJAM_2025,2025년 유니잼
achyutp10/ECO-Plantation-Hackathon," A web application promoting Green Technology using .NET, SQL Server, with Blog, event platform, and tree planting data tracker."
JimmyRespawn/Tesla-for-Windows,An open source Tesla app on Windows platform which allows you to see basic info of your Tesla cars.
K4ryuu/K4-AlwaysWeaponSkins,Applies the equipped skins from your inventory to both teams.
emako/QuickLook.Plugin.SumatraPDFReader,"This plugin allows QuickLook to preview multi-format (EPUB, MOBI, CBZ, CBR, FB2, CHM, XPS, DjVu) from SumatraPDF."
aj0413/serilog-demo,Demo of using Serilog in .Net
Cheetah0xf/SecureByte-String-Deobf,Tool to Reverse Engineer SecureByte Encrypted Strings from assemblies
CNMengHan/StorageRetrieveX,"Disk scanner tool for Windows that recursively scans folders and calculates their sizes, displaying results in a user-friendly format."
SilverMoonDev/DesktopMate-Disable-Shadows-Performance-Mod,A Simple Performace Mod That Disables The Shadows Casted By Your Avatar
acced/BeginnerGuide,Unity新手引导
zrt2399/OhmStudio.UI,WPF&AvalonDock UI Library
Umbrason/BlenderImportFixer,Fixes missing animations when directly using .blend files in Unity Projects
PeterHammerman/PZ-modding-tools,Project Zomboid modding tools
quochao170402/crqs-bank-account,A simple example CQRS implementation with .NET Core for a Bank Account system.
PostHog/posthog-dotnet,A dotnet client sdk to the PostHog API
nilaoda/MergeFiles,二进制合并TS小工具
Molth/NanoSockets,Lightweight UDP sockets abstraction for rapid implementation of message-oriented protocols
nimanikoo/TOTP_Algorithm,"A C# implementation of the Time-Based One-Time Password (TOTP) algorithm for Two-factor authentication (2FA), based on RFC 6238. Includes code generation, validation, and a countdown timer with real-time updates and expiration warnings."
IMKolganov/DataGateVPNBot,A bot that connects you to a free and open internet. 🌐✨
AbdrahmanSoliman/ReferenceFieldTweaker,Reference Field Tweaker lets you use the [EditableRefs] attribute to expand and edit object reference fields directly in the Unity Inspector. Customize the visual hierarchy and field layout to suit your needs.
uwx/AtFileFtp,FTP server for interacting with https://github.com/ziodotsh/atfile
KingOfCactus/Masmorra-de-Fibonacci,Um jogo de quiz sobre a sequência de Fibonacci.
ClassIsland/ClassIsland.ThemeLoader,ClassIsland 主题加载器
Ming-jiayou/PaperAssistant,An AI Agent for Paper Summarization Built on C#.
Daymond1/SafeLinks-Decoder,"SafeLinks Decoder is a Windows application that decodes SafeLinks, making it easy to extract and view the original URLs. The app runs in the system tray for quick access and supports automatic decoding as you type."
TIHan/Evergreen,Just a fun side-project using the Oly language to build a game engine
hks27d/CSSharpServerStatus,"Get the server status (#userid, SteamID64, IPv4 address, nickname and sum of all online players)."
TheExiledCat/Avalonia.Acss,The Avalonia Css Styling library for css Styling in Avalonia.
CengizhanKARAGOZ/MailAutomation,A simple C# console application for sending emails with optional attachments using SMTP
DalessandroJ/iDraw_GH,A single component plugin for Grasshopper for sending GRBL and G-code commands to iDraw pen plotters.
kwan3854/Unity-NOPE,No Overused Possibly Evil exceptions.
cbkow/umpv,Avalonia mpv UI for Post Production
duartium/deepseek-demo,A .NET Core Chatbot console application demonstrating how to interact with the DeepSeek API.
chromealex/BECSSample,ME.BECS Sample Project
BlueSkyCaps/UPS-AutoHelper,一款自动关机程序。常驻后台检测网络状态。若你的电脑断网，则会自动关机，防止意外断电造成设备损害。若你的UPS没有提供Windows或macOS的自动关机软件，这个是简单的代替品。
Vertex-Form-3D/vertexform3d-unity-vr-starterkit,Open Source unity vr multiplayer framework
emadof85/ASP.Net-Core-Add-Identity-Logics,"In This Project, we are showing how to add Identity tables through Migration to our connection. Besides Design the MVC architecture for login/register users, add initial users and roles in the Program.cs file. At Last How to add Authorization access"
DimucaTheDev/VaniFine,Small utility that ports OptiFine/CIT resource packs to vanilla
invernyx/the-skypark,Source code for v2 and partial v3 of The SkyPark
sarwaralamsb/todoconsoleapp,"A console-based Todo List application in C# to manage tasks with options to view, add, or delete tasks. Simple and menu-driven interface."
my6521/WWB.BufferSerializer,一个非常简单的二进制序列化和反序列化工具
AnhPham/Car-AI-Unity-ML-Agents,"A simple guide to training your own AI car, using Unity ML Agents and built-in Wheel Collider"
aligoren/dotnet-authservice-with-cursor,"An AuthService written in ASP.NET Core. The example was entirely created using Cursor IDE and is experimental.    Currently, it operates with a JWT structure and utilizes an SQLite database."
18881869565/Nats.Akka.Core,nats实现akka.net中的Receive方法的数据订阅
JoseA-Cueto/Api-Rest-Minimal,"A simple and lightweight RESTful API built using .NET 9 and Minimal APIs. This project demonstrates how to create a modern API with minimal setup and code, including Swagger documentation for testing and exploration."
LeiThung/Asteriod-Crusher,Mobile Space Game
Skaipi/HNSWIndex.Net,.NET implementation of HNSW data structure.
sergiecode/backend-c-sharp-dot-net-entity,Backend en C# con .NET y Entity Framework - Gestión de Usuarios
PartStackerCommunity/PartStacker,Community fork of https://github.com/TomvdZanden/PartStacker
JoseA-Cueto/BlazingPizza,BlazingPizza is a modern web application built with Blazor WebAssembly and ASP.NET Core
mastercatgames/tinturaria,A causal mobile game made with Unity
ourabigdev/Ayur,"Ayur is a lightweight game development framework built on Raylib, providing a simple and fast API in C# for creating 2D games and creative projects."
artikstur/bit-torrent,Simple BitTorrent
Ryubing/RyujinxHelper,"A simple C# discord bot used in the Discord server for Ryujinx to search the compatibility list, view GitHub stats, and more. Based on Volte, but the feature set is not the same. "
mynameisstilljordan/slide,"A 2D mobile puzzle game with 2,147,483,647 levels."
xiangxingze/CursorProRegister,CursorPro Register
Waslyl/FortniteBuild-Installer,A C# Console Application that allows you to install any build fast
Ar4te/MySqlParser,MySqlParser
HyPlayer/HyPlayer.Frieren,HyPlayer.Frieren is a class Library which copies ImageEx and Loading Controls from Microsoft.Toolkit.Uwp 7.1.3
mynameisstilljordan/cub3d,"A 3D mobile game with 2,147,483,647 levels that involves eliminating tiles in a certain sequence to succeed. "
tyfon7/WeaponCustomizer,Fine tune your attachments in SPTarkov
foondook/Ensure,A .NET tool for generating test code from specification files.
ichbinanilfidan/garibankod,İlk Kodum
Shahinmm69/SimpleDotNetDockerProject,"# My .NET Docker Project  This project is a dockerized .NET web application featuring Prometheus and Grafana for monitoring, Alert Manager for alerts, and Health Check for service health.   ## Setup  Run the following command to start:  ```bash docker-compose up"
projectpokemon/RecoverSaveGen3,Try and recover a Gen3 save file via console app!
AutomatedRealmsLLC/data-import-utility,"A library for importing data from CSV, Excel, and other structured files, and turning it into C# objects."
birgullayaz/Processes-with-Authentication-,Processes with Authentication  
CengizhanKARAGOZ/WeatherAPI-MVC,"A .NET 8 Web API that provides weather data using WeatherAPI.com, built with MVC architecture and SOLID principles. Includes dependency injection and HttpClient integration for API calls"
KyleOpenGit/Msd-Crux-repo,MESCADAS Crux (프로젝트 MESCADAS의 서버앱)
JeremyEspresso/SteamTotp,A .NET library to generate Steam TOTP codes
GameFrameX/GameFrameX.Foundation,GameFrameX 的基建库
mynameisstilljordan/cube,A mobile remake of a game I made in 2018: https://gamejolt.com/games/CUBE/381418
NE7K/IOS-JumpGame,🎮 Unity IOS Jump Game
thomhurst/Inject.NET,Source Generated Dependency Injection Service Providers
bigtig-h/BIG_2025winterStudy,"This is record of studying Semantic Kernel with Building Informatics Groups of Yonsei University, Architecture Engineering Lab."
DevLARLEY/BinaryStruct,Declarative data structures that allow for binary parsing and building
Eblazecode/csc319-game-codes,A C# INTRODUCTORY CODES FOR GAME DEVELOPMENT 
mynameisstilljordan/2-equals-2,"An arithmetic mobile game with 2,147,483,647 levels where the goal is to make both sides of the equation equal to each other."
nanfengovo/Modbus-WinForm,使用NModbus写的小工具 可以用来读取支持ModbusTcp协议的设备
andy192700/psdoframework,An object orientated PowerShell development framework.
Lastexitfromnowhere/Sonaric-GUI-connection,SSH Tunnel Manager GUI Application
sxlmons/Project-IV-Section-2-Group-1,"This is the Project IV repo for Group 1 in section 2 with Joshua Salmons, Campbell West, Chris Hunt, and Stephan Popescu."
WangQAQ/VRChat-Pool-table-Leaderboard-MS-VRCSA-Billiards,VRChat-Pool-table 一个带有排行榜的分支
saifahmed34/ToDoList-With-.net,"i made a to do List Using C# Asp.net API , html , css , javaScript and Mysql in Database "
PixelGuy123/ModdedModesAPI,This mod provides a full whole system to implement custom screens and buttons into the menu without having to patch it yourself!
Ferks-FK/CS2-TeamLimiter,Set a maximum number of players per team.
publicrust/HarmonyCustomGenerator,Custom Map Generator for Rust Servers
Zhephyr08/Educational-Game-on-Queue-Algorithms,"Developed a mobile app for GOR reservations, equipped with essential reservation features. Included an admin interface for data management."
johansitoweb/Proyecto-CRUD-bakend,Bakend Developer este es un proyecto CRUD con blazor y ASP.NET WEB API
CengizhanKARAGOZ/ToDoRestAPI,"A simple and lightweight REST API for managing To-Do tasks with features like creating, reading, updating, and deleting tasks. Built using ASP.NET Core."
ph3at/unity-shadow-mod,"A simple mod to adjust unity default renderer quality, shadow resolution, and supersampling."
meziantou/Meziantou.MSTestToXunitAnalyzer,Roslyn analyzer to migrate from MSTest to xUnit
koyomi7/False-Light,A first-time Unity3D horror game
LLarean/img2etc2,A simple utility for adjusting the image size for correct compression in Unity3D
KhalidAbdulRahimBukhari/Bank_System,Bank Management System Desktop App
merveeksi/AwsS3App,"AWS S3 App, Amazon Web Services (AWS) Simple Storage Service (S3) ile çalışmayı kolaylaştıran bir .NET 9.0 Web API projesidir. "
copyliu/DesktopAIShortcut,桌面AI小助手
abp-extend/aspnetcore-openiddct-plus,"A comprehensive solution for ASP.NET Core Identity with OpenIddict, featuring advanced user, role, and permission management. This repository provides a robust foundation for secure authentication and authorization in modern web applications. Perfect for developers looking to integrate OpenIddict with enhanced access control capabilities."
ckelsoe/Code-Share,A place to put code to share.
LukeNorton22/RegexProLibrary,NuGet package for regex methods
AbolfazlHo/rope-generator,"A Unity package for creating customizable, physics-based 3D ropes with ease."
rhubarb-geek-nz/powershell-sans-amsi,PowerShell 7.4.5 without AMSI logging
vittorioromeo/ImmersiveSimToolkit,s&box library for immersive sim game development
oylsister/HeadshotExplosion,Creating an explosion on player death with headshot.
koorimizuw/Udon-Reflection,You can use something like System.Reflection in Udon.
NicolasLnR/Aplica-o-Chatbot,Criação de um chatbot simples para conversa com usuário no VisualStudio 2022
theLastGuppy/A-Better-Windows-Handheld,A overlay and front-end application for Windows gaming handhelds that will help making gaming on these devices a better experience 
